"","age","sex","born","educ","income","cohort","income16","granborn","income16_cat","income_cat"
"305",52,"Female","Yes",12,12,1969,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"306",64,"Female","Yes",18,1,1957,1,"None","$1,000 AND UNDER","$1,000 AND UNDER"
"307",36,"Female","Yes",14,1,1985,1,"None","$1,000 AND UNDER","$1,000 AND UNDER"
"308",42,"Male","Yes",16,12,1979,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"309",39,"Female","Yes",12,12,1982,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"310",66,"Male","Yes",16,12,1955,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"311",44,"Female","No",20,12,1977,22,"Four","$90,000 TO $109,999","$25,000 OR MORE"
"312",63,"Female","Yes",13,12,1958,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"313",59,"Female","Yes",12,12,1962,22,"One","$90,000 TO $109,999","$25,000 OR MORE"
"314",70,"Female","Yes",19,NA,1951,NA,"One",NA,NA
"315",59,"Female","Yes",13,NA,1962,NA,"None",NA,NA
"316",66,"Male","Yes",12,10,1955,11,"One","$15,000 TO $17,499","$15,000 TO $19,999"
"317",74,"Female","Yes",17,12,1947,25,"Four","$150,000 TO $169,999","$25,000 OR MORE"
"318",80,"Male","Yes",19,12,1941,23,"Four","$110,000 TO $129,999","$25,000 OR MORE"
"319",75,"Male","Yes",19,13,1946,26,"None","$170,000 OR OVER",NA
"320",49,"Male","Yes",16,13,1972,26,"None","$170,000 OR OVER",NA
"321",42,"Male","Yes",19,12,1979,22,"One","$90,000 TO $109,999","$25,000 OR MORE"
"322",60,"Female","No",15,9,1961,10,"Four","$12,500 TO $14,999","$10,000 TO $14,999"
"323",37,"Female","Yes",14,13,1984,26,"None","$170,000 OR OVER",NA
"324",37,"Male","Yes",13,11,1984,13,"None","$20,000 TO $22,499","$20,000 TO $24,999"
"325",27,"Male",NA,13,12,1994,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"326",67,"Female","Yes",17,12,1954,18,"Two","$40,000 TO $49,999","$25,000 OR MORE"
"327",73,"Female","Yes",14,10,1948,12,"None","$17,500 TO $19,999","$15,000 TO $19,999"
"328",22,"Female","Yes",16,11,1999,14,NA,"$22,500 TO $24,999","$20,000 TO $24,999"
"329",NA,"Female",NA,16,NA,9999,NA,"Four",NA,NA
"330",47,"Male","Yes",14,13,1974,26,"Two","$170,000 OR OVER",NA
"331",59,"Female","Yes",18,13,1962,26,NA,"$170,000 OR OVER",NA
"332",48,"Female","Yes",14,12,1973,16,"One","$30,000 TO $34,999","$25,000 OR MORE"
"333",30,"Female","Yes",16,12,1991,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"334",65,"Female","Yes",14,12,1956,15,"Two","$25,000 TO $29,999","$25,000 OR MORE"
"335",32,"Female","Yes",14,12,1989,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"336",67,"Female","Yes",17,NA,1954,NA,"One",NA,NA
"337",34,"Male","Yes",13,12,1987,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"338",NA,"Female","Yes",16,NA,9999,NA,"None",NA,NA
"339",69,"Male","Yes",18,12,1952,22,"Four","$90,000 TO $109,999","$25,000 OR MORE"
"340",NA,NA,NA,NA,13,9999,27,NA,NA,NA
"341",45,"Male","No",12,8,1976,8,"Four","$8,000 TO $9,999","$8,000 TO $9,999"
"342",41,"Male","Yes",16,12,1980,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"343",51,"Male","Yes",18,13,1970,26,"None","$170,000 OR OVER",NA
"344",39,"Male","Yes",18,12,1982,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"345",89,"Male","Yes",12,12,1932,15,"Three","$25,000 TO $29,999","$25,000 OR MORE"
"346",70,"Female","Yes",16,12,1951,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"347",60,"Male","Yes",14,13,1961,26,"One","$170,000 OR OVER",NA
"348",79,"Male","Yes",19,12,1942,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"349",53,"Male","Yes",15,12,1968,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"350",NA,"Male","Yes",12,12,9999,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"351",64,"Female","Yes",14,12,1957,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"352",49,"Female","Yes",16,12,1972,22,"Four","$90,000 TO $109,999","$25,000 OR MORE"
"353",55,"Female","Yes",14,12,1966,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"354",42,"Female","Yes",20,12,1979,20,"Two","$60,000 TO $74,999","$25,000 OR MORE"
"355",62,"Male","Yes",14,NA,1959,NA,"One",NA,NA
"356",56,"Female","Yes",11,11,1965,13,"None","$20,000 TO $22,499","$20,000 TO $24,999"
"357",44,"Female","Yes",12,12,1977,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"358",30,"Female","Yes",14,12,1991,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"359",79,"Male","Yes",12,9,1942,9,"None","$10,000 TO $12,499","$10,000 TO $14,999"
"360",65,"Female","Yes",14,12,1956,15,"None","$25,000 TO $29,999","$25,000 OR MORE"
"361",43,"Male","Yes",9,12,1978,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"362",43,"Female","Yes",12,12,1978,15,"None","$25,000 TO $29,999","$25,000 OR MORE"
"363",31,"Female","Yes",9,5,1990,5,"None","$5,000 TO $5,999","$5,000 TO $5,999"
"364",43,"Female","Yes",13,10,1978,11,"None","$15,000 TO $17,499","$15,000 TO $19,999"
"365",26,"Female","Yes",12,1,1995,2,"None","$1,000 TO $2,999","$1,000 AND UNDER"
"366",31,"Female","No",16,11,1990,13,"Four","$20,000 TO $22,499","$20,000 TO $24,999"
"367",64,"Female","Yes",18,12,1957,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"368",31,"Female","Yes",14,11,1990,14,"None","$22,500 TO $24,999","$20,000 TO $24,999"
"369",47,"Male","Yes",13,11,1974,15,"None","$25,000 TO $29,999","$20,000 TO $24,999"
"370",27,"Female","Yes",16,12,1994,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"371",30,"Female","Yes",15,12,1991,18,"Four","$40,000 TO $49,999","$25,000 OR MORE"
"372",NA,NA,NA,NA,13,9999,27,NA,NA,NA
"373",36,"Male","No",17,2,1985,10,"Three","$12,500 TO $14,999","$1,000 TO $2,999"
"374",26,"Female","Yes",18,12,1995,17,"Four","$35,000 TO $39,999","$25,000 OR MORE"
"375",45,"Female","Yes",16,12,1976,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"376",45,"Male","Yes",18,NA,1976,NA,"None",NA,NA
"377",79,"Female","Yes",17,NA,1942,NA,"None",NA,NA
"378",25,"Male","Yes",17,13,1996,26,"None","$170,000 OR OVER",NA
"379",NA,NA,"No",16,13,9999,27,"Four",NA,NA
"380",40,"Female","Yes",18,12,1981,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"381",28,"Female","Yes",17,12,1993,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"382",36,"Male","Yes",18,12,1985,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"383",37,"Male","Yes",18,12,1984,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"384",61,"Female","Yes",10,12,1960,15,NA,"$25,000 TO $29,999","$25,000 OR MORE"
"385",52,"Female","Yes",19,12,1969,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"386",65,"Male","Yes",16,12,1956,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"387",65,"Female","Yes",14,12,1956,15,"None","$25,000 TO $29,999","$25,000 OR MORE"
"388",61,"Male","Yes",18,8,1960,8,"None","$8,000 TO $9,999","$8,000 TO $9,999"
"389",NA,NA,"Yes",12,NA,9999,NA,NA,NA,NA
"390",49,"Female","Yes",12,12,1972,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"391",22,"Male","Yes",13,9,1999,10,"None","$12,500 TO $14,999","$10,000 TO $14,999"
"392",50,"Male","Yes",18,12,1971,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"393",89,"Male","Yes",18,11,1932,13,"Four","$20,000 TO $22,499","$20,000 TO $24,999"
"394",56,"Male","Yes",12,12,1965,15,"None","$25,000 TO $29,999","$25,000 OR MORE"
"395",NA,"Male","Yes",14,NA,9999,NA,NA,NA,NA
"396",45,"Male","Yes",12,12,1976,21,NA,"$75,000 TO $89,999","$25,000 OR MORE"
"397",37,"Female","No",0,12,1984,18,"Four","$40,000 TO $49,999","$25,000 OR MORE"
"398",68,"Female",NA,15,NA,1953,NA,NA,NA,NA
"399",18,"Male","Yes",11,12,2003,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"400",42,"Male","Yes",12,12,1979,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"401",37,"Female","Yes",19,12,1984,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"402",44,"Male","Yes",12,12,1977,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"403",63,"Male","Yes",20,12,1958,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"404",29,"Male","Yes",17,12,1992,17,"One","$35,000 TO $39,999","$25,000 OR MORE"
"405",37,"Female","Yes",16,12,1984,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"406",66,"Female","Yes",16,8,1955,8,"None","$8,000 TO $9,999","$8,000 TO $9,999"
"407",52,"Male","Yes",17,13,1969,26,"None","$170,000 OR OVER",NA
"408",55,"Female","Yes",15,12,1966,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"409",44,"Female","Yes",16,12,1977,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"410",64,"Female","Yes",12,NA,1957,NA,"Two",NA,NA
"411",59,"Male","Yes",18,12,1962,22,"Two","$90,000 TO $109,999","$25,000 OR MORE"
"412",53,"Female","Yes",14,12,1968,21,"Three","$75,000 TO $89,999","$25,000 OR MORE"
"413",30,"Male","Yes",11,8,1991,8,"Two","$8,000 TO $9,999","$8,000 TO $9,999"
"414",48,"Male","Yes",19,12,1973,25,"Two","$150,000 TO $169,999","$25,000 OR MORE"
"415",50,"Male","Yes",18,12,1971,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"416",61,"Male","Yes",18,12,1960,24,"Two","$130,000 TO $149,999","$25,000 OR MORE"
"417",53,"Male","Yes",20,12,1968,21,"One","$75,000 TO $89,999","$25,000 OR MORE"
"418",61,"Male","Yes",16,8,1960,8,"None","$8,000 TO $9,999","$8,000 TO $9,999"
"419",30,"Female","Yes",17,4,1991,4,"None","$4,000 TO $4,999","$4,000 TO $4,999"
"420",NA,"Male","Yes",20,NA,9999,NA,"None",NA,NA
"421",62,"Female","Yes",14,12,1959,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"422",44,"Female","Yes",14,12,1977,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"423",60,"Male","Yes",16,12,1961,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"424",66,"Male","Yes",12,12,1955,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"425",NA,NA,NA,NA,13,9999,27,NA,NA,NA
"426",69,"Male","Yes",17,12,1952,18,NA,"$40,000 TO $49,999","$25,000 OR MORE"
"427",47,"Male","Yes",20,12,1974,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"428",62,"Female","Yes",11,7,1959,7,"None","$7,000 TO $7,999","$7,000 TO $7,999"
"429",80,"Female","Yes",12,3,1941,3,"Four","$3,000 TO $3,999","$3,000 TO $3,999"
"430",47,"Male","No",16,12,1974,23,"Four","$110,000 TO $129,999","$25,000 OR MORE"
"431",37,"Male","Yes",16,12,1984,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"432",54,"Female","No",14,12,1967,19,"Four","$50,000 TO $59,999","$25,000 OR MORE"
"433",47,"Female","Yes",14,9,1974,9,"Two","$10,000 TO $12,499","$10,000 TO $14,999"
"434",59,"Male","Yes",10,2,1962,2,"Four","$1,000 TO $2,999","$1,000 TO $2,999"
"435",57,"Male","Yes",12,12,1964,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"436",NA,"Female","Yes",13,12,9999,21,"Two","$75,000 TO $89,999","$25,000 OR MORE"
"437",33,"Female",NA,12,12,1988,15,"None","$25,000 TO $29,999","$25,000 OR MORE"
"438",41,"Male","Yes",15,12,1980,20,"Two","$60,000 TO $74,999","$25,000 OR MORE"
"439",NA,"Female","No",12,9,9999,9,"Four","$10,000 TO $12,499","$10,000 TO $14,999"
"440",58,"Female","Yes",18,12,1963,23,"Two","$110,000 TO $129,999","$25,000 OR MORE"
"441",27,"Male","Yes",17,12,1994,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"442",57,"Female","Yes",15,12,1964,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"443",49,"Female","No",6,9,1972,9,NA,"$10,000 TO $12,499","$10,000 TO $14,999"
"444",46,"Female","Yes",12,12,1975,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"445",81,"Female","Yes",14,12,1940,20,"Two","$60,000 TO $74,999","$25,000 OR MORE"
"446",35,"Female","Yes",16,12,1986,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"447",28,"Female","Yes",8,12,1993,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"448",70,"Male","Yes",14,12,1951,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"449",57,"Male","Yes",14,12,1964,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"450",44,"Female","Yes",12,12,1977,24,"Two","$130,000 TO $149,999","$25,000 OR MORE"
"451",NA,"Male","Yes",15,12,9999,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"452",35,"Male","Yes",16,12,1986,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"453",41,"Female","Yes",16,12,1980,23,"Four","$110,000 TO $129,999","$25,000 OR MORE"
"454",42,"Male","Yes",15,12,1979,18,"One","$40,000 TO $49,999","$25,000 OR MORE"
"455",41,"Female",NA,NA,12,1980,23,"Four","$110,000 TO $129,999","$25,000 OR MORE"
"456",47,"Male","Yes",18,NA,1974,NA,NA,NA,NA
"457",34,"Female","Yes",14,1,1987,12,"None","$17,500 TO $19,999","$1,000 AND UNDER"
"458",43,"Female","Yes",12,12,1978,20,"One","$60,000 TO $74,999","$25,000 OR MORE"
"459",72,"Female","Yes",15,NA,1949,NA,"Two",NA,NA
"460",46,"None of These","Yes",20,12,1975,24,"One","$130,000 TO $149,999","$25,000 OR MORE"
"461",NA,"Male","Yes",10,12,9999,18,NA,"$40,000 TO $49,999","$25,000 OR MORE"
"462",59,"Male","Yes",12,9,1962,10,"None","$12,500 TO $14,999","$10,000 TO $14,999"
"463",67,"Female","Yes",15,12,1954,22,"One","$90,000 TO $109,999","$25,000 OR MORE"
"464",32,"Male","No",8,12,1989,20,"Four","$60,000 TO $74,999","$25,000 OR MORE"
"465",29,"Female","Yes",17,12,1992,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"466",71,"Female","Yes",15,12,1950,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"467",64,"Male","Yes",14,12,1957,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"468",73,"Male","Yes",14,12,1948,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"469",NA,"Female","No",17,NA,9999,NA,"Four",NA,NA
"470",77,"Female","Yes",16,12,1944,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"471",70,"Female","Yes",16,12,1951,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"472",72,"Female","Yes",15,12,1949,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"473",NA,"Male","Yes",18,12,9999,20,"One","$60,000 TO $74,999","$25,000 OR MORE"
"474",67,"Male","Yes",14,13,1954,26,"None","$170,000 OR OVER",NA
"475",36,"Male","Yes",10,12,1985,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"476",NA,"Male","Yes",12,12,9999,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"477",67,"Female","Yes",12,12,1954,20,"One","$60,000 TO $74,999","$25,000 OR MORE"
"478",41,"Female","Yes",14,12,1980,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"479",51,"Male","Yes",19,13,1970,26,"None","$170,000 OR OVER",NA
"480",34,"Male","Yes",18,12,1987,22,"Two","$90,000 TO $109,999","$25,000 OR MORE"
"481",22,"Female","Yes",16,13,1999,26,NA,"$170,000 OR OVER",NA
"482",21,"Male","Yes",14,NA,2000,NA,"None",NA,NA
"483",64,"Female","Yes",17,12,1957,23,NA,"$110,000 TO $129,999","$25,000 OR MORE"
"484",49,"Female","Yes",18,12,1972,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"485",67,"Male","Yes",18,9,1954,9,"None","$10,000 TO $12,499","$10,000 TO $14,999"
"486",33,"Female","Yes",17,12,1988,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"487",31,"Female","Yes",17,NA,1990,NA,"None",NA,NA
"488",74,"Female","Yes",12,13,1947,26,"None","$170,000 OR OVER",NA
"489",33,"Female","Yes",15,12,1988,21,"Two","$75,000 TO $89,999","$25,000 OR MORE"
"490",40,"Male",NA,12,9,1981,9,"None","$10,000 TO $12,499","$10,000 TO $14,999"
"491",62,"Female","Yes",12,11,1959,13,"None","$20,000 TO $22,499","$20,000 TO $24,999"
"492",51,"Male","Yes",12,12,1970,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"493",53,"Female","Yes",16,12,1968,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"494",33,"Female","Yes",14,12,1988,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"495",51,"Male","Yes",14,NA,1970,NA,"None",NA,NA
"496",53,"Female","Yes",12,12,1968,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"497",46,"Male","Yes",14,12,1975,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"498",72,"Male","Yes",18,12,1949,19,"Four","$50,000 TO $59,999","$25,000 OR MORE"
"499",63,"Male","Yes",18,12,1958,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"500",70,"Female","Yes",14,10,1951,12,"None","$17,500 TO $19,999","$15,000 TO $19,999"
"501",71,"Female","Yes",11,12,1950,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"502",46,"Male","Yes",12,12,1975,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"503",36,"Female","Yes",16,12,1985,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"504",72,"Male","Yes",14,12,1949,22,NA,"$90,000 TO $109,999","$25,000 OR MORE"
"505",42,"Female","Yes",16,12,1979,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"506",76,"Male","Yes",19,13,1945,26,"None","$170,000 OR OVER",NA
"507",69,"Female","No",16,12,1952,18,"Four","$40,000 TO $49,999","$25,000 OR MORE"
"508",44,"Male","Yes",16,12,1977,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"509",43,"Female","Yes",20,12,1978,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"510",39,"Female","Yes",13,11,1982,14,"None","$22,500 TO $24,999","$20,000 TO $24,999"
"511",75,"Male","Yes",18,12,1946,24,"Two","$130,000 TO $149,999","$25,000 OR MORE"
"512",89,"Female","Yes",12,NA,1932,NA,"None",NA,NA
"513",28,"Male","Yes",17,12,1993,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"514",21,"Female","Yes",12,9,2000,9,"None","$10,000 TO $12,499","$10,000 TO $14,999"
"515",56,"Female","Yes",15,1,1965,15,"None","$25,000 TO $29,999","$1,000 AND UNDER"
"516",56,"Female","Yes",15,5,1965,12,"None","$17,500 TO $19,999","$5,000 TO $5,999"
"517",37,"Male","Yes",14,12,1984,22,"One","$90,000 TO $109,999","$25,000 OR MORE"
"518",34,"Female","Yes",12,12,1987,15,"One","$25,000 TO $29,999","$25,000 OR MORE"
"519",37,"Female","Yes",14,12,1984,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"520",49,"Male","No",16,12,1972,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"521",81,"Male","Yes",16,13,1940,26,"None","$170,000 OR OVER",NA
"522",70,"Female","Yes",16,12,1951,19,"One","$50,000 TO $59,999","$25,000 OR MORE"
"523",78,"Female","Yes",12,12,1943,17,"One","$35,000 TO $39,999","$25,000 OR MORE"
"524",74,"Female","Yes",12,12,1947,20,"One","$60,000 TO $74,999","$25,000 OR MORE"
"525",23,"Female","Yes",12,7,1998,7,"None","$7,000 TO $7,999","$7,000 TO $7,999"
"526",76,"Female","Yes",16,12,1945,20,"Two","$60,000 TO $74,999","$25,000 OR MORE"
"527",79,"Male","Yes",14,12,1942,25,"Four","$150,000 TO $169,999","$25,000 OR MORE"
"528",66,"Female","Yes",13,12,1955,17,"Two","$35,000 TO $39,999","$25,000 OR MORE"
"529",NA,"Female","Yes",16,2,9999,2,"None","$1,000 TO $2,999","$1,000 TO $2,999"
"530",22,"Female","Yes",15,10,1999,11,"None","$15,000 TO $17,499","$15,000 TO $19,999"
"531",54,"Male","Yes",12,12,1967,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"532",54,"Female","Yes",14,12,1967,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"533",39,"Female","Yes",12,8,1982,8,"None","$8,000 TO $9,999","$8,000 TO $9,999"
"534",38,"Male","Yes",16,12,1983,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"535",42,"Female","Yes",20,12,1979,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"536",43,"Female","Yes",17,1,1978,1,"None","$1,000 AND UNDER","$1,000 AND UNDER"
"537",37,"None of These","Yes",12,12,1984,16,"None","$30,000 TO $34,999","$25,000 OR MORE"
"538",36,"Male","Yes",12,9,1985,10,"None","$12,500 TO $14,999","$10,000 TO $14,999"
"539",62,"Female","Yes",14,12,1959,17,"None","$35,000 TO $39,999","$25,000 OR MORE"
"540",60,"Female","Yes",11,11,1961,14,"None","$22,500 TO $24,999","$20,000 TO $24,999"
"541",80,"Female","Yes",16,3,1941,3,"None","$3,000 TO $3,999","$3,000 TO $3,999"
"542",80,"Female","Yes",18,12,1941,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"543",71,"Male","Yes",16,12,1950,19,NA,"$50,000 TO $59,999","$25,000 OR MORE"
"544",62,"Female","Yes",16,12,1959,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"545",29,"Female","Yes",17,3,1992,6,"None","$6,000 TO $6,999","$3,000 TO $3,999"
"546",50,"Female","Yes",18,13,1971,26,"Three","$170,000 OR OVER",NA
"547",NA,NA,NA,NA,13,9999,27,NA,NA,NA
"548",34,"Male","No",15,12,1987,20,"Four","$60,000 TO $74,999","$25,000 OR MORE"
"549",66,"Female","Yes",16,12,1955,23,"None","$110,000 TO $129,999","$25,000 OR MORE"
"550",52,"Female","Yes",11,9,1969,9,"None","$10,000 TO $12,499","$10,000 TO $14,999"
"551",65,"Male","Yes",14,12,1956,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"552",42,"Male","No",15,12,1979,19,"Four","$50,000 TO $59,999","$25,000 OR MORE"
"553",53,"Female","Yes",14,12,1968,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"554",NA,"Female","Yes",16,12,9999,21,"None","$75,000 TO $89,999","$25,000 OR MORE"
"555",74,"Male","Yes",12,12,1947,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"556",NA,"Female","Yes",12,13,9999,27,"None",NA,NA
"557",41,"Female","Yes",14,12,1980,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"558",28,"Female","Yes",14,12,1993,15,"None","$25,000 TO $29,999","$25,000 OR MORE"
"559",83,"Male","Yes",12,13,1938,27,"None",NA,NA
"560",32,"Female","Yes",13,12,1989,18,"None","$40,000 TO $49,999","$25,000 OR MORE"
"561",41,"Female","Yes",15,12,1980,20,"None","$60,000 TO $74,999","$25,000 OR MORE"
"562",43,"Male","Yes",14,NA,1978,NA,"None",NA,NA
"563",49,"Female","Yes",13,2,1972,2,"None","$1,000 TO $2,999","$1,000 TO $2,999"
"564",76,"Female","Yes",12,12,1945,15,"None","$25,000 TO $29,999","$25,000 OR MORE"
"565",38,"Female","Yes",11,9,1983,10,"None","$12,500 TO $14,999","$10,000 TO $14,999"
"566",46,"Female","Yes",13,12,1975,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"567",NA,"Male","Yes",12,NA,9999,NA,"Two",NA,NA
"568",48,"Female","Yes",16,12,1973,22,"None","$90,000 TO $109,999","$25,000 OR MORE"
"569",29,"Female","Yes",12,9,1992,11,"None","$15,000 TO $17,499","$10,000 TO $14,999"
"570",73,"Male","Yes",15,12,1948,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"571",35,"Female","Yes",12,9,1986,9,"None","$10,000 TO $12,499","$10,000 TO $14,999"
"572",69,"Male","Yes",19,13,1952,26,"None","$170,000 OR OVER",NA
"573",53,"Male","Yes",15,10,1968,11,"None","$15,000 TO $17,499","$15,000 TO $19,999"
"574",NA,NA,NA,NA,13,9999,27,NA,NA,NA
"575",53,"Female","Yes",14,12,1968,17,NA,"$35,000 TO $39,999","$25,000 OR MORE"
"576",30,NA,"Yes",14,NA,1991,NA,NA,NA,NA
"577",70,"Male","Yes",NA,9,1951,9,"Two","$10,000 TO $12,499","$10,000 TO $14,999"
"578",52,"Female","Yes",12,9,1969,9,"None","$10,000 TO $12,499","$10,000 TO $14,999"
"579",49,"Male","Yes",20,12,1972,19,"None","$50,000 TO $59,999","$25,000 OR MORE"
"580",48,"Male","Yes",16,12,1973,25,"None","$150,000 TO $169,999","$25,000 OR MORE"
"581",69,"Male","Yes",11,1,1952,11,"None","$15,000 TO $17,499","$1,000 AND UNDER"
"582",24,"Female","Yes",17,10,1997,11,"None","$15,000 TO $17,499","$15,000 TO $19,999"
"583",31,"Male","Yes",17,12,1990,15,"None","$25,000 TO $29,999","$25,000 OR MORE"
"584",49,"Male","Yes",16,13,1972,26,"None","$170,000 OR OVER",NA
"585",65,"Female","Yes",16,12,1956,24,"None","$130,000 TO $149,999","$25,000 OR MORE"
"586",26,"Female","Yes",13,10,1995,12,"None","$17,500 TO $19,999","$15,000 TO $19,999"
